"origin","dep_delay","arr_delay"
"EWR",3,-22
"LGA",17,13
"EWR",7,-23
"EWR",7,25
"EWR",4,-12
"EWR",47,20
"JFK",20,3
"EWR",36,27
"EWR",4,-5
"JFK",31,34
"EWR",-2,-38
"EWR",-7,-43
"EWR",-5,18
"EWR",-3,-50
"EWR",-2,-19
"EWR",42,12
"EWR",11,-8
"EWR",-2,4
"EWR",-4,-2
"EWR",1,22
"JFK",1,-21
"JFK",1,-19
"JFK",-3,-7
"EWR",66,83
"JFK",-6,-41
"EWR",56,60
"JFK",-4,-56
"JFK",-2,-25
"JFK",-6,-42
"JFK",0,-26
"JFK",-5,18
"LGA",-8,-10
"LGA",-4,3
"LGA",-1,-8
"LGA",0,-21
"EWR",143,145
"LGA",-7,-16
"LGA",-2,-29
"LGA",1,-3
"LGA",9,-8
"LGA",-6,-41
"LGA",-9,-14
"LGA",17,-14
"LGA",26,-11
"LGA",-2,-34
"LGA",-6,-1
"LGA",-3,-9
"LGA",21,2
"LGA",38,58
"LGA",-11,-19
"LGA",0,1
"LGA",-5,-32
"JFK",91,102
"LGA",-8,-18
"LGA",-7,-28
"LGA",-6,-6
"LGA",-5,-13
"LGA",-4,-27
"JFK",115,128
"LGA",-1,-31
"LGA",-1,13
"LGA",75,65
"LGA",-2,-45
"LGA",-6,-30
"LGA",-9,-12
"LGA",-5,-12
"JFK",274,292
"LGA",-2,-9
"LGA",-8,-14
"LGA",53,57
"LGA",-4,7
"LGA",0,-9
"LGA",0,-8
"LGA",-3,6
"LGA",8,-8
"LGA",-2,6
"LGA",-1,-25
"LGA",14,9
"LGA",24,25
"LGA",0,-10
"LGA",20,6
"LGA",49,20
"LGA",-1,2
"LGA",91,84
"LGA",62,71
"LGA",7,2
"EWR",3,-23
"EWR",-7,-23
"EWR",2,-6
"EWR",0,0
"EWR",4,-13
"LGA",46,36
"EWR",2,-6
"EWR",-7,3
"EWR",2,10
"EWR",-1,-32
"EWR",24,16
"EWR",43,15
"EWR",38,39
"EWR",83,70
"EWR",84,72
"EWR",99,89
"EWR",111,111
"EWR",124,86
"EWR",203,199
"EWR",-1,-18
"EWR",-1,-16
"EWR",1,-1
"EWR",-13,-27
"EWR",4,-13
"EWR",-11,-2
"EWR",-4,-6
"EWR",-4,-29
"EWR",-3,-6
"EWR",-7,-9
"EWR",-6,1
"EWR",-3,-11
"EWR",13,3
"EWR",0,7
"LGA",-9,7
"EWR",-1,-12
"EWR",-6,-3
"EWR",-6,-11
"LGA",-6,7
"LGA",-5,0
"LGA",-5,7
"EWR",-5,-30
"LGA",-8,8
"LGA",-7,-23
"EWR",-6,-9
"LGA",0,5
"EWR",-1,-11
"EWR",-5,-24
"EWR",1,-3
"LGA",10,26
"EWR",6,-9
"EWR",2,-9
"EWR",-6,-30
"EWR",0,-17
"EWR",-2,-15
"EWR",23,9
"EWR",-4,-22
"LGA",-1,-9
"LGA",-10,-34
"EWR",-6,-27
"LGA",-1,-16
"EWR",-2,-13
"LGA",-4,-7
"LGA",-6,-14
"EWR",15,8
"EWR",7,-6
"EWR",-5,-20
"EWR",3,-4
"LGA",-3,-12
"LGA",-3,-1
"EWR",51,27
"LGA",55,55
"EWR",70,66
"JFK",-8,-8
"EWR",-10,-13
"JFK",-5,-8
"LGA",-5,-13
"EWR",-8,-37
"LGA",0,-11
"LGA",-10,-14
"LGA",-10,-36
"EWR",-7,-8
"LGA",-1,16
"EWR",-10,-39
"EWR",-14,-41
"LGA",-5,-28
"JFK",-9,-20
"EWR",-3,-5
"JFK",-6,-7
"LGA",0,-16
"LGA",-3,-23
"JFK",-8,-13
"EWR",-8,-17
"LGA",-1,-15
"EWR",-6,-9
"LGA",-1,-35
"EWR",5,5
"EWR",0,-11
"LGA",8,-1
"LGA",8,17
"LGA",-6,-1
"JFK",-10,-20
"LGA",1,7
"LGA",-4,8
"EWR",6,7
"EWR",-5,-12
"JFK",-3,-35
"LGA",2,-10
"JFK",-3,-13
"JFK",-8,-25
"JFK",-2,-13
"LGA",-2,-4
"LGA",-6,11
"LGA",-1,-7
"JFK",-5,-16
"JFK",-9,-30
"JFK",-6,-15
"LGA",-6,-24
"LGA",5,4
"JFK",0,9
"JFK",-7,-16
"JFK",-8,-2
"EWR",-1,-6
"EWR",-1,-21
"JFK",0,-12
"JFK",0,1
"EWR",-3,4
"LGA",-1,-8
"EWR",-6,-26
"EWR",3,-21
"EWR",-5,-13
"EWR",-10,-19
"EWR",-4,-9
"EWR",-4,-15
"EWR",4,-20
"EWR",-4,-5
"EWR",5,-7
"EWR",22,22
"EWR",-1,5
"EWR",19,8
"EWR",-2,-17
"EWR",-7,-21
"EWR",-2,-14
"EWR",12,-7
"EWR",-2,-14
"EWR",16,2
"EWR",3,-7
"LGA",-9,8
"LGA",-9,-13
"LGA",-7,2
"LGA",-3,3
"EWR",0,-19
"LGA",-1,-6
"EWR",7,-2
"LGA",-5,27
"LGA",0,3
"LGA",-5,-17
"LGA",-7,11
"LGA",-2,-14
"LGA",0,8
"LGA",-4,-3
"EWR",54,36
"LGA",-6,-8
"LGA",-15,2
"LGA",-9,-19
"LGA",2,10
"LGA",33,40
"LGA",-4,-1
"LGA",22,38
"JFK",-8,-20
"JFK",-8,-30
"JFK",-6,-38
"JFK",-9,-27
"LGA",-1,-14
"EWR",-7,0
"JFK",-9,-14
"EWR",-3,-24
"EWR",-8,-33
"EWR",63,47
"JFK",-1,-31
"JFK",-8,-21
"JFK",-4,-30
"EWR",1,-16
"EWR",-3,-10
"JFK",9,-9
"EWR",-4,-35
"EWR",-5,-32
"JFK",-13,-26
"EWR",-3,-14
"JFK",-3,-30
"EWR",-7,-12
"JFK",-6,-27
"EWR",-4,3
"JFK",-3,-5
"JFK",-7,-19
"JFK",1,-32
"JFK",-4,2
"JFK",-8,-27
"EWR",-3,-13
"EWR",173,166
"EWR",-1,1
"EWR",5,-17
"EWR",0,0
"EWR",1,-38
"EWR",30,24
"JFK",-4,-20
"EWR",24,14
"JFK",0,-7
"EWR",117,110
"EWR",-1,-10
"JFK",-5,-25
"EWR",-7,-31
"EWR",-2,-16
"EWR",19,2
"EWR",13,-7
"JFK",5,-9
"EWR",-3,-5
"LGA",-13,-5
"JFK",-1,-13
"EWR",2,-5
"LGA",-7,6
"LGA",-4,10
"EWR",0,-18
"LGA",1,22
"EWR",2,-30
"LGA",-7,5
"LGA",-1,10
"LGA",-4,20
"EWR",-4,-17
"EWR",18,32
"EWR",-4,-29
"EWR",14,0
"EWR",154,141
"JFK",46,27
"LGA",-3,-6
"EWR",-2,-41
"LGA",-6,15
"LGA",-1,4
"EWR",-6,-19
"EWR",-4,-24
"EWR",-2,-19
"LGA",-7,14
"LGA",-5,-8
"EWR",5,-6
"LGA",-2,-9
"EWR",-7,-30
"EWR",-3,-20
"EWR",-9,-43
"LGA",-10,-33
"LGA",-2,6
"EWR",-7,-35
"LGA",-6,-22
"LGA",-3,-12
"LGA",-6,-8
"LGA",0,-17
"LGA",28,23
"EWR",32,33
"EWR",43,28
"LGA",8,10
"EWR",97,93
"EWR",50,39
"JFK",12,15
"LGA",-7,-19
"LGA",-7,-22
"LGA",-4,-11
"LGA",-5,-16
"LGA",1,15
"LGA",-5,-24
"LGA",-5,-14
"LGA",-7,-26
"LGA",-1,-5
"LGA",13,12
"LGA",8,13
"LGA",-10,-25
"LGA",-6,-28
"LGA",-1,-17
"LGA",-6,-11
"LGA",20,5
"LGA",-2,-13
"LGA",-1,-3
"LGA",7,-10
"EWR",-5,-13
"EWR",-2,-3
"EWR",-3,-2
"EWR",0,-4
"LGA",13,9
"EWR",-6,-9
"EWR",8,-3
"EWR",-9,-30
"EWR",-5,-10
"EWR",-4,-4
"EWR",-4,-31
"EWR",1,-11
"EWR",1,-19
"EWR",13,2
"EWR",-1,-21
"EWR",-5,-20
"EWR",1,-15
"JFK",-9,-6
"JFK",-3,-30
"EWR",-2,-8
"EWR",-3,-21
"EWR",34,29
"EWR",-7,-26
"EWR",8,0
"EWR",-6,-21
"EWR",-5,0
"JFK",-5,-7
"EWR",5,-11
"JFK",19,-10
"JFK",-9,-22
"EWR",21,7
"EWR",-4,-20
"EWR",-2,-24
"JFK",0,-27
"JFK",-2,-5
"EWR",11,-18
"EWR",-6,-20
"EWR",-1,-13
"EWR",-3,-17
"JFK",-3,-13
"JFK",-9,-13
"EWR",1,-26
"JFK",28,15
"JFK",48,45
"EWR",-1,-13
"JFK",0,-13
"EWR",22,8
"JFK",-5,-6
"EWR",11,-5
"EWR",10,-14
"JFK",0,-7
"JFK",-3,-4
"JFK",-10,-20
"EWR",-2,-10
"EWR",-2,-32
"EWR",-6,-26
"JFK",24,28
"EWR",-9,-13
"EWR",57,43
"JFK",1,-8
"EWR",-4,-18
"JFK",65,49
"EWR",0,-32
"EWR",0,-8
"EWR",-2,-18
"EWR",-2,-15
"EWR",0,-8
"EWR",-11,-21
"JFK",-8,-29
"LGA",-8,-6
"LGA",-8,-11
"LGA",-8,-4
"JFK",-7,-15
"LGA",-6,-16
"LGA",-6,-31
"EWR",-6,-35
"LGA",-4,6
"LGA",-9,3
"JFK",-3,-9
"EWR",-3,-15
"JFK",-2,-16
"EWR",-7,-16
"JFK",3,2
"EWR",0,-17
"EWR",-11,-23
"JFK",3,5
"EWR",-1,-13
"JFK",11,2
"EWR",4,-5
"JFK",0,-19
"EWR",-3,-22
"LGA",13,2
"EWR",15,5
"EWR",34,19
"EWR",-1,-21
"EWR",-8,-24
"JFK",-7,-34
"JFK",-7,-16
"EWR",-9,-30
"EWR",-10,-11
"LGA",-11,-7
"EWR",-4,-22
"LGA",6,-7
"LGA",-4,-20
"JFK",-2,-21
"LGA",3,-16
"LGA",-6,-14
"JFK",-6,-18
"LGA",-6,-17
"EWR",-3,-18
"JFK",0,-8
"LGA",-7,-15
"JFK",-7,-25
"EWR",-7,-23
"EWR",-6,-35
"EWR",-5,-1
"EWR",-5,-18
"EWR",-8,-32
"EWR",-4,-8
"JFK",6,-2
"EWR",5,-2
"EWR",48,26
"JFK",-2,-14
"JFK",10,6
"LGA",2,-4
"EWR",23,17
"EWR",-1,-17
"EWR",-3,3
"EWR",-5,-12
"EWR",164,154
"EWR",-10,16
"JFK",-4,-12
"EWR",-7,-26
"EWR",-3,-35
"JFK",-2,-17
"EWR",4,-2
"EWR",85,79
"EWR",161,161
"EWR",1,2
"EWR",-8,-29
"JFK",-5,-21
"JFK",-9,-27
"EWR",27,18
"JFK",-6,-15
"EWR",-1,-22
"JFK",0,-2
"EWR",-3,-33
"EWR",-3,-1
"EWR",-2,-17
"EWR",14,-1
"EWR",-5,-1
"EWR",-8,-8
"JFK",-4,-5
"JFK",-8,-14
"JFK",7,-2
"EWR",-5,-5
"JFK",-2,-19
"EWR",9,-2
"EWR",49,29
"EWR",106,92
"JFK",-4,-23
"JFK",-5,-10
"JFK",24,22
"JFK",-5,-18
"JFK",-14,-37
"EWR",44,28
"JFK",-5,-20
"JFK",-2,-1
"JFK",-1,-8
"JFK",-5,-12
"JFK",-5,2
"JFK",-8,-15
"LGA",-7,1
"EWR",-5,-9
"JFK",5,0
"LGA",-5,18
"JFK",5,-9
"JFK",2,-17
"LGA",-3,14
"LGA",-7,-16
"JFK",0,-7
"LGA",-1,-7
"LGA",0,4
"EWR",-5,-28
"LGA",-8,12
"EWR",-9,-10
"JFK",13,0
"LGA",-6,0
"EWR",-8,-25
"EWR",0,-3
"EWR",-6,3
"JFK",15,7
"EWR",6,-6
"LGA",19,20
"LGA",12,23
"EWR",-2,2
"LGA",-8,0
"EWR",-4,-18
"LGA",-4,0
"EWR",-12,-22
"LGA",-6,-14
"EWR",-5,-6
"EWR",20,-7
"LGA",1,27
"LGA",-6,-6
"EWR",-6,-19
"LGA",4,7
"LGA",-4,-19
"LGA",-6,5
"EWR",-5,-21
"EWR",116,110
"EWR",-1,-13
"EWR",-5,-12
"EWR",-5,-25
"EWR",-9,2
"EWR",24,7
"JFK",-5,-34
"JFK",-5,-16
"EWR",51,31
"JFK",-4,-12
"JFK",-4,-23
"EWR",-1,-22
"EWR",27,-10
"JFK",-3,-37
"EWR",-6,-12
"JFK",-10,-31
"EWR",-4,-4
"JFK",-6,-30
"JFK",-1,-13
"JFK",0,-30
"JFK",-5,-6
"EWR",23,6
"EWR",-5,-16
"JFK",10,-11
"EWR",-3,-17
"JFK",13,-22
"JFK",3,-13
"JFK",-7,-25
"EWR",-1,-4
"JFK",13,-8
"JFK",22,6
"JFK",-6,-42
"EWR",-7,-6
"JFK",-3,-11
"EWR",-1,-19
"EWR",-6,14
"JFK",-1,-41
"EWR",30,13
"EWR",-12,-29
"JFK",5,-21
"EWR",0,-8
"EWR",-6,-3
"JFK",-5,-19
"JFK",-4,-12
"EWR",-5,-16
"EWR",-8,-29
"EWR",-1,-9
"JFK",-3,-22
"EWR",-5,-16
"JFK",3,-18
"JFK",8,25
"EWR",19,17
"JFK",-9,-17
"JFK",-4,-18
"EWR",17,8
"JFK",-8,-25
"JFK",-1,-11
"JFK",-9,-22
"JFK",-5,-45
"JFK",-5,-15
"JFK",-6,-6
"JFK",5,-12
"JFK",4,2
"JFK",-2,0
"EWR",36,27
"JFK",0,29
"JFK",-2,-17
"JFK",-6,-11
"JFK",-5,-30
"JFK",0,-12
"JFK",-9,-8
"EWR",23,10
"JFK",-6,-10
"EWR",71,56
"JFK",-3,-16
"JFK",-1,0
"JFK",-5,-18
"JFK",-1,-5
"JFK",-1,-15
"JFK",49,40
"JFK",-4,-6
"EWR",66,52
"JFK",-6,0
"LGA",-11,-9
"LGA",-5,-10
"LGA",-5,7
"LGA",-5,9
"JFK",-8,-13
"LGA",-12,0
"JFK",-2,-8
"JFK",-1,-6
"EWR",-1,-16
"JFK",-8,-16
"LGA",-8,-7
"LGA",-3,-2
"JFK",-3,-20
"JFK",22,26
"JFK",-5,-19
"EWR",-4,-13
"JFK",2,-4
"EWR",-4,-28
"JFK",-2,-7
"EWR",-4,-41
"JFK",-10,-15
"JFK",-10,-43
"LGA",0,-10
"EWR",-7,-28
"LGA",-8,-14
"EWR",-7,-19
"LGA",-2,2
"EWR",-6,-23
"LGA",3,-1
"EWR",9,-23
"JFK",-6,-8
"EWR",180,162
"LGA",-5,-21
"JFK",-3,-15
"LGA",-4,-9
"LGA",-4,-8
"EWR",-6,-28
"EWR",-7,-10
"JFK",-4,-15
"JFK",-3,-34
"EWR",16,-9
"LGA",-8,-34
"JFK",-5,-9
"JFK",-7,-35
"JFK",-2,-5
"LGA",-2,-5
"LGA",-11,-11
"LGA",-10,-24
"JFK",71,55
"LGA",-8,-8
"EWR",9,-22
"EWR",-1,-29
"JFK",-5,-23
"JFK",-5,-6
"LGA",-8,-15
"JFK",-2,-14
"LGA",-7,-3
"EWR",126,117
"JFK",0,2
"LGA",0,-18
"LGA",-4,3
"EWR",-5,-39
"EWR",-4,-24
"EWR",-6,-7
"LGA",-6,-20
"LGA",1,12
"LGA",-10,-10
"EWR",-4,-27
"EWR",-8,-17
"EWR",-1,-15
"JFK",17,15
"EWR",-2,-12
"EWR",3,-4
"EWR",-9,-19
"LGA",-4,-1
"LGA",2,-12
"EWR",14,16
"LGA",-5,-17
"EWR",-4,-30
"LGA",-8,-9
"EWR",-2,-27
"EWR",-5,-20
"LGA",-7,-30
"LGA",-11,-20
"JFK",35,21
"LGA",-5,-12
"LGA",-5,-6
"EWR",8,-5
"LGA",-5,-10
"EWR",-3,-24
"LGA",-10,-19
"EWR",4,-19
"EWR",69,51
"EWR",-4,-2
"LGA",-13,-13
"EWR",-2,-21
"EWR",47,32
"LGA",20,15
"LGA",-11,-33
"LGA",-9,-7
"LGA",12,14
"LGA",-2,6
"LGA",-7,5
"EWR",-1,6
"JFK",60,55
"LGA",-20,-4
"EWR",-8,-22
"JFK",153,140
"LGA",-1,-1
"LGA",-16,-5
"EWR",25,13
"JFK",0,3
"EWR",0,-26
"EWR",-2,-11
"LGA",35,38
"EWR",48,33
"EWR",38,42
"EWR",2,-6
"JFK",2,-2
"JFK",-7,-4
"JFK",8,-1
"EWR",8,-8
"EWR",-7,-25
"EWR",-1,-12
"EWR",-3,-13
"JFK",-2,-21
"EWR",133,103
"LGA",-6,8
"LGA",47,58
"JFK",-6,-11
"JFK",-4,-8
"JFK",-10,-11
"EWR",17,12
"LGA",-8,-10
"EWR",319,312
"EWR",-5,-16
"EWR",6,-8
"JFK",7,7
"EWR",29,24
"EWR",-10,-13
"JFK",5,13
"JFK",-5,0
"EWR",2,-13
"LGA",7,13
"LGA",-8,-22
"JFK",-3,-5
"JFK",-7,3
"JFK",-2,-19
"EWR",4,-18
"EWR",-5,-27
"EWR",21,7
"JFK",-2,-12
"EWR",0,-16
"EWR",-4,-13
"EWR",17,-6
"LGA",-5,-11
"LGA",-3,-8
"EWR",10,-10
"EWR",-5,-25
"EWR",-5,-23
"JFK",-4,-6
"EWR",-7,-19
"EWR",-2,-3
"EWR",-7,-9
"EWR",23,1
"EWR",1,-14
"EWR",0,-13
"EWR",32,24
"EWR",-4,-13
"EWR",-14,-10
"EWR",-11,-20
"EWR",7,-1
"EWR",-4,-14
"EWR",2,-17
"EWR",-6,-18
"EWR",14,23
"EWR",100,94
"JFK",-6,-3
"JFK",4,7
"JFK",74,76
"JFK",-7,-40
"JFK",-4,-15
"JFK",-1,-24
"JFK",-1,-32
"JFK",-1,-15
"JFK",-1,-17
"JFK",-4,-4
"JFK",-1,-17
"JFK",1,-34
"JFK",-9,-27
"JFK",-1,-6
"JFK",9,3
"JFK",-6,-29
"JFK",-3,-3
"JFK",0,-9
"JFK",-7,-21
"JFK",-6,-22
"JFK",-6,-44
"LGA",-5,-2
"LGA",-5,-5
"JFK",0,-17
"LGA",-3,-17
"LGA",-2,-1
"LGA",-5,-26
"JFK",-5,-3
"LGA",6,-17
"JFK",-2,-6
"LGA",-6,-16
"LGA",-5,-26
"JFK",-7,-23
"JFK",9,15
"JFK",-6,-35
"JFK",-5,3
"JFK",-4,-22
"LGA",-2,-14
"JFK",-5,-27
"JFK",88,72
"LGA",11,-15
"LGA",-5,-6
"JFK",-6,0
"LGA",0,-9
"LGA",21,3
"LGA",-9,-19
"LGA",-8,2
"LGA",-7,-12
"EWR",-7,-19
"LGA",-7,14
"LGA",-11,-1
"EWR",-6,-15
"LGA",-3,-12
"EWR",-2,-14
"EWR",-7,-16
"LGA",-1,-25
"EWR",-5,-23
"EWR",-2,-7
"LGA",0,-9
"EWR",-3,-12
"EWR",0,6
"EWR",0,-16
"EWR",-4,-17
"EWR",-4,-17
"EWR",-11,-22
"EWR",-6,-15
"EWR",7,1
"LGA",-5,-31
"LGA",-3,-36
"LGA",-7,-27
"EWR",-2,0
"LGA",-9,-24
"LGA",-9,-28
"EWR",36,23
"EWR",-6,-15
"LGA",-5,-25
"LGA",20,-6
"EWR",-4,-17
"LGA",-4,-27
"EWR",-4,-19
"LGA",-1,-22
"EWR",-1,-1
"LGA",-1,3
"EWR",-4,-31
"JFK",2,-20
"JFK",-3,-13
"LGA",3,-9
"EWR",4,-8
"EWR",-4,-9
"LGA",-8,-10
"EWR",-1,-16
"LGA",-5,-22
"LGA",-3,-7
"LGA",-10,-6
"JFK",18,10
"EWR",-2,-9
"LGA",1,-7
"EWR",6,-1
"JFK",-4,-23
"EWR",-6,-26
"EWR",-6,-18
"EWR",33,22
"EWR",54,47
"LGA",-3,-25
"EWR",7,2
"LGA",57,44
"LGA",-2,1
"EWR",41,24
"JFK",9,1
"EWR",-10,-16
"EWR",-6,-19
"EWR",-2,-14
"JFK",-5,-33
"JFK",-4,-5
"EWR",15,2
"JFK",-1,-7
"JFK",0,-12
"LGA",1,-18
"EWR",-2,-17
"LGA",0,-14
"EWR",-5,-26
"LGA",-6,-23
"EWR",3,-7
"JFK",-5,-33
"EWR",19,-4
"EWR",5,12
"JFK",-4,-5
"JFK",17,-4
"EWR",2,3
"EWR",29,13
"EWR",4,0
"LGA",16,1
"JFK",-7,-16
"EWR",23,21
"JFK",-2,-14
"EWR",128,114
"JFK",-3,-11
"JFK",-8,-32
"JFK",-2,-20
"JFK",-2,-13
"EWR",106,97
"JFK",-4,-11
"JFK",-2,-14
"JFK",-6,10
"JFK",-10,-11
"JFK",-3,-25
"EWR",-8,-24
"JFK",-11,-11
"JFK",55,66
"JFK",-4,-34
"JFK",-1,-7
"EWR",-7,-21
"LGA",139,125
"JFK",-6,-24
"JFK",-2,-12
"EWR",-8,-20
"JFK",13,34
"EWR",-2,-3
"EWR",1,7
"EWR",5,-8
"JFK",-5,-15
"EWR",3,-7
"JFK",-11,-21
"EWR",-3,-6
"JFK",-10,-15
"JFK",-5,-10
"EWR",-7,-31
"JFK",-3,-37
"EWR",-1,-16
"JFK",-6,-6
"JFK",-5,-21
"EWR",-5,-12
"JFK",1,-18
"JFK",-5,12
"EWR",-4,-20
"EWR",-5,-22
"EWR",30,30
"EWR",-2,-14
"EWR",3,-6
"JFK",1,-10
"JFK",2,-19
"JFK",8,0
"JFK",17,18
"JFK",10,16
"JFK",1,-29
"EWR",3,-2
"EWR",-1,-20
"EWR",2,-9
"JFK",2,-14
"JFK",86,95
"JFK",19,2
"JFK",75,77
"JFK",22,13
"EWR",46,35
"JFK",45,52
"EWR",33,41
"JFK",82,72
"JFK",25,26
"JFK",155,162
"JFK",44,36
"EWR",67,54
"JFK",67,43
"EWR",-11,-29
"EWR",-4,-24
"EWR",-5,-15
"EWR",-6,-19
"EWR",5,-14
"EWR",-5,-19
"EWR",-2,-32
"EWR",-7,-26
"EWR",3,3
"EWR",-10,-26
"EWR",-2,-16
"EWR",-11,-37
"EWR",-4,-20
"EWR",-3,-6
"EWR",3,3
"EWR",-2,-9
"EWR",-1,-3
"EWR",5,-17
"EWR",144,116
"EWR",-2,-1
"EWR",-7,-18
"EWR",1,-5
"EWR",-2,-28
"EWR",6,-13
"EWR",14,3
"EWR",50,28
"EWR",43,34
"EWR",89,87
"JFK",-6,-31
"EWR",-6,-9
"EWR",-2,-4
"JFK",-1,-16
"EWR",-2,-3
"JFK",1,9
"JFK",-4,-6
"EWR",-4,2
"EWR",-8,-11
"EWR",0,-14
"JFK",1,-13
"EWR",-3,3
"JFK",-5,-21
"EWR",20,25
"EWR",-10,-10
"JFK",-4,-18
"EWR",-5,-13
"EWR",23,28
"EWR",19,10
"EWR",-10,1
"EWR",-6,-1
"JFK",13,-20
"EWR",3,-2
"JFK",-5,5
"JFK",12,-12
"JFK",-4,-26
"EWR",1,5
"EWR",3,15
"EWR",-7,-12
"JFK",5,-14
"EWR",-4,-2
"JFK",1,-37
"EWR",11,10
"EWR",48,56
"LGA",-10,-29
"LGA",-8,-13
"LGA",-8,-9
"LGA",-7,-19
"JFK",9,-5
"JFK",-1,-39
"EWR",19,14
"JFK",35,25
"JFK",-5,-7
"JFK",3,4
"LGA",-3,-13
"JFK",-5,-13
"JFK",-9,-18
"JFK",8,-7
"JFK",-1,-16
"LGA",51,26
"JFK",26,14
"JFK",21,1
"LGA",69,46
"JFK",11,-1
"JFK",79,53
"JFK",36,22
"JFK",-8,-15
"LGA",58,46
"JFK",-5,19
"JFK",-2,-2
"JFK",8,29
"JFK",20,33
"JFK",28,26
"JFK",-16,-32
"JFK",-2,-11
"JFK",-9,-16
"EWR",7,-4
"EWR",4,-21
"JFK",10,-6
"JFK",-5,-14
"EWR",-8,-22
"EWR",-6,-30
"JFK",-1,-16
"JFK",-7,-24
"JFK",-4,-11
"EWR",-4,-17
"EWR",-5,-2
"EWR",-5,-40
"EWR",-5,-20
"EWR",0,7
"EWR",-4,-10
"EWR",14,7
"JFK",-11,-27
"EWR",-10,-20
"JFK",-7,-7
"JFK",-5,-21
"EWR",-5,-15
"JFK",-5,1
"JFK",-4,-19
"JFK",-4,-18
"EWR",-2,-14
"EWR",-10,-17
"JFK",-4,-10
"EWR",-3,-14
"EWR",-1,-14
"EWR",25,6
"EWR",0,-2
"EWR",7,-8
"EWR",-4,-16
"EWR",-6,-28
"EWR",-5,-20
"EWR",-3,-24
"JFK",-7,-26
"EWR",-4,-18
"JFK",-7,-21
"EWR",-7,-23
"EWR",46,26
"JFK",-8,-13
"EWR",-3,-25
"JFK",-1,-23
"EWR",-7,-26
"EWR",12,-2
"EWR",2,-26
"JFK",-1,-7
"EWR",-2,-9
"EWR",-9,-17
"JFK",5,-5
"EWR",-3,-2
"EWR",-3,12
"EWR",-3,-18
"EWR",-1,-13
"JFK",44,27
"EWR",-4,-24
"EWR",1,-5
"EWR",-10,-6
"EWR",-2,0
"EWR",12,19
"EWR",-6,7
"EWR",-6,-18
"JFK",36,27
"EWR",3,-12
"EWR",5,-24
"EWR",-7,-21
"EWR",15,0
"EWR",-5,-10
"EWR",3,-20
"EWR",-7,-23
"EWR",-2,-20
"EWR",-3,0
"EWR",5,-1
"EWR",-9,-16
"EWR",0,-9
"EWR",30,14
"EWR",-4,-34
"EWR",22,6
"EWR",38,17
"EWR",11,-13
"EWR",-3,-16
"EWR",1,-9
"EWR",-6,-30
"EWR",39,25
"EWR",4,-5
"EWR",0,-8
"EWR",-9,-15
"EWR",-2,-10
"EWR",2,-20
"EWR",3,-13
"EWR",-3,-11
"EWR",10,11
"EWR",-7,-8
"EWR",-5,-19
"EWR",1,-1
"EWR",3,12
"EWR",2,-7
"EWR",-1,-4
"EWR",-1,-26
"EWR",5,-2
"EWR",-6,-23
"EWR",14,1
"EWR",1,-1
"EWR",17,-5
"EWR",-2,1
"EWR",7,3
"EWR",31,9
"EWR",-1,-18
"EWR",-5,-15
"EWR",33,12
"EWR",4,-18
"EWR",-4,-17
"EWR",-3,-18
"EWR",10,-3
"EWR",-5,-22
"EWR",18,-11
"EWR",-4,0
"LGA",-10,-26
"EWR",-3,0
"LGA",-7,-13
"LGA",-12,-26
"LGA",-5,-30
"LGA",-3,-15
"LGA",-3,-32
"EWR",-1,-16
"LGA",-5,-10
"EWR",3,-9
"EWR",-6,-22
"EWR",-5,-17
"LGA",-5,-27
"LGA",-3,-13
"EWR",-2,-18
"EWR",0,-26
"EWR",18,-10
"EWR",14,5
"LGA",-3,-5
"LGA",-3,-15
"EWR",23,2
"EWR",-9,-16
"LGA",-4,-34
"LGA",-14,-33
"LGA",-1,-12
"EWR",-9,-29
"EWR",-6,-35
"EWR",-13,-10
"EWR",3,-14
"LGA",-5,-16
"EWR",50,30
"EWR",5,-8
"EWR",-9,-28
"EWR",8,3
"EWR",-7,-26
"EWR",-10,-25
"EWR",60,47
"EWR",13,5
"LGA",16,12
"EWR",-3,-5
"EWR",3,-13
"EWR",-7,-20
"LGA",-3,-33
"JFK",-7,-41
"LGA",44,13
"EWR",-10,-23
"JFK",-4,-23
"EWR",-6,-18
"JFK",-2,-23
"JFK",-5,-21
"JFK",0,-31
"JFK",-6,-22
"EWR",-10,-23
"JFK",-3,-7
"LGA",24,3
"EWR",-5,0
"JFK",-2,-33
"EWR",-5,-12
"JFK",-5,-45
"EWR",-3,-31
"EWR",-7,-17
"EWR",-2,-23
"JFK",-11,-23
"JFK",-10,-22
"EWR",-8,-56
"JFK",-3,-22
"EWR",-3,-3
"JFK",-3,-20
"LGA",83,77
"EWR",-2,-15
"JFK",-6,-33
"EWR",-6,-11
"EWR",21,6
"EWR",5,-16
"JFK",-1,-9
"EWR",30,10
"EWR",166,152
"EWR",4,6
"JFK",-5,-32
"JFK",0,-22
"JFK",31,5
"EWR",7,-2
"EWR",9,1
"EWR",-2,-11
"EWR",6,-11
"EWR",43,38
"JFK",-9,-20
"EWR",-6,-18
"JFK",2,-12
"EWR",-6,-17
"EWR",-5,-9
"EWR",-3,-27
"EWR",7,-13
"EWR",81,85
"EWR",-10,-44
"EWR",-11,-8
"EWR",-9,-13
"EWR",-3,-21
"EWR",27,39
"EWR",-11,-22
"JFK",45,14
